Date,Year,Month,Day,Cat,Units,MeanTemp,Day_Of_the_Week,Week_of_the_Month,Week_of_the_Year,IsWeekDay,Winter_State,Holidays,Event_SchoolHoliday,Event_ChrismasandNewYear
2018-05-31,2018,5,31,Eye & Ear Care                                    ,13,10.9,Thursday,5,22,1,2,0,0,0
2018-05-31,2018,5,31,Eye & Ear Care                                    ,30,10.9,Thursday,5,22,1,2,0,0,0
2018-05-31,2018,5,31,Internal Remedies                                 ,7,10.9,Thursday,5,22,1,2,0,0,0
2018-05-31,2018,5,31,Internal Remedies                                 ,16,10.9,Thursday,5,22,1,2,0,0,0
2018-05-31,2018,5,31,Internal Remedies                                 ,3,10.9,Thursday,5,22,1,2,0,0,0
2018-05-31,2018,5,31,Internal Remedies                                 ,16,10.9,Thursday,5,22,1,2,0,0,0
2018-05-31,2018,5,31,Internal Remedies                                 ,7,10.9,Thursday,5,22,1,2,0,0,0
2018-05-31,2018,5,31,Internal Remedies                                 ,59,10.9,Thursday,5,22,1,2,0,0,0
2018-05-31,2018,5,31,Pain & Analgesic                                  ,7,10.9,Thursday,5,22,1,2,0,0,0
2018-05-31,2018,5,31,Pain & Analgesic                                  ,125,10.9,Thursday,5,22,1,2,0,0,0
2018-05-31,2018,5,31,Pain & Analgesic                                  ,7,10.9,Thursday,5,22,1,2,0,0,0
2018-05-31,2018,5,31,Pain & Analgesic                                  ,3,10.9,Thursday,5,22,1,2,0,0,0
2018-05-31,2018,5,31,Pain & Analgesic                                  ,10,10.9,Thursday,5,22,1,2,0,0,0
2018-05-31,2018,5,31,Vitamins/Herbals/Natural Supplements              ,7,10.9,Thursday,5,22,1,2,0,0,0
2018-05-31,2018,5,31,Vitamins/Herbals/Natural Supplements              ,20,10.9,Thursday,5,22,1,2,0,0,0
2018-05-31,2018,5,31,Vitamins/Herbals/Natural Supplements              ,10,10.9,Thursday,5,22,1,2,0,0,0
2018-05-31,2018,5,31,Vitamins/Herbals/Natural Supplements              ,39,10.9,Thursday,5,22,1,2,0,0,0
2018-06-01,2018,6,1,Cold & Allergy Medications                        ,16,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Cold & Allergy Medications                        ,36,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Cold & Allergy Medications                        ,20,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Cold & Allergy Medications                        ,120,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Eye & Ear Care                                    ,3,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Eye & Ear Care                                    ,3,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Eye & Ear Care                                    ,13,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Eye & Ear Care                                    ,10,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Internal Remedies                                 ,7,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Internal Remedies                                 ,23,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Internal Remedies                                 ,3,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Internal Remedies                                 ,20,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Internal Remedies                                 ,0,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Internal Remedies                                 ,34,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Pain & Analgesic                                  ,18,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Pain & Analgesic                                  ,103,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Pain & Analgesic                                  ,3,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Pain & Analgesic                                  ,3,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Pain & Analgesic                                  ,33,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Pain & Analgesic                                  ,7,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Pain & Analgesic                                  ,3,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Vitamins/Herbals/Natural Supplements              ,7,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Vitamins/Herbals/Natural Supplements              ,13,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Vitamins/Herbals/Natural Supplements              ,20,9.1,Friday,1,22,1,1,0,0,0
2018-06-01,2018,6,1,Vitamins/Herbals/Natural Supplements              ,39,9.1,Friday,1,22,1,1,0,0,0
2018-06-02,2018,6,2,Cold & Allergy Medications                        ,20,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Cold & Allergy Medications                        ,46,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Cold & Allergy Medications                        ,3,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Cold & Allergy Medications                        ,3,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Cold & Allergy Medications                        ,13,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Cold & Allergy Medications                        ,16,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Eye & Ear Care                                    ,7,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Eye & Ear Care                                    ,3,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Eye & Ear Care                                    ,13,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Internal Remedies                                 ,3,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Internal Remedies                                 ,10,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Internal Remedies                                 ,7,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Internal Remedies                                 ,3,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Internal Remedies                                 ,20,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Pain & Analgesic                                  ,10,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Pain & Analgesic                                  ,80,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Pain & Analgesic                                  ,20,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Pain & Analgesic                                  ,7,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Vitamins/Herbals/Natural Supplements              ,10,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Vitamins/Herbals/Natural Supplements              ,3,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Vitamins/Herbals/Natural Supplements              ,7,10.8,Saturday,1,22,0,1,0,0,0
2018-06-02,2018,6,2,Vitamins/Herbals/Natural Supplements              ,23,10.8,Saturday,1,22,0,1,0,0,0
2018-06-03,2018,6,3,Cold & Allergy Medications                        ,23,14.8,Sunday,2,23,0,1,0,0,0
2018-06-03,2018,6,3,Cold & Allergy Medications                        ,26,14.8,Sunday,2,23,0,1,0,0,0
2018-06-03,2018,6,3,Cold & Allergy Medications                        ,25,14.8,Sunday,2,23,0,1,0,0,0
2018-06-03,2018,6,3,Eye & Ear Care                                    ,3,14.8,Sunday,2,23,0,1,0,0,0
2018-06-03,2018,6,3,Eye & Ear Care                                    ,3,14.8,Sunday,2,23,0,1,0,0,0
2018-06-03,2018,6,3,Eye & Ear Care                                    ,7,14.8,Sunday,2,23,0,1,0,0,0
2018-06-03,2018,6,3,Internal Remedies                                 ,3,14.8,Sunday,2,23,0,1,0,0,0
2018-06-03,2018,6,3,Internal Remedies                                 ,10,14.8,Sunday,2,23,0,1,0,0,0
2018-06-03,2018,6,3,Internal Remedies                                 ,16,14.8,Sunday,2,23,0,1,0,0,0
2018-06-03,2018,6,3,Pain & Analgesic                                  ,7,14.8,Sunday,2,23,0,1,0,0,0
2018-06-03,2018,6,3,Pain & Analgesic                                  ,43,14.8,Sunday,2,23,0,1,0,0,0
2018-06-03,2018,6,3,Pain & Analgesic                                  ,7,14.8,Sunday,2,23,0,1,0,0,0
2018-06-03,2018,6,3,Pain & Analgesic                                  ,7,14.8,Sunday,2,23,0,1,0,0,0
2018-06-03,2018,6,3,Vitamins/Herbals/Natural Supplements              ,7,14.8,Sunday,2,23,0,1,0,0,0
2018-06-03,2018,6,3,Vitamins/Herbals/Natural Supplements              ,7,14.8,Sunday,2,23,0,1,0,0,0
2018-06-03,2018,6,3,Vitamins/Herbals/Natural Supplements              ,10,14.8,Sunday,2,23,0,1,0,0,0
2018-06-04,2018,6,4,Cold & Allergy Medications                        ,26,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Cold & Allergy Medications                        ,39,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Cold & Allergy Medications                        ,7,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Cold & Allergy Medications                        ,110,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Eye & Ear Care                                    ,3,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Eye & Ear Care                                    ,10,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Eye & Ear Care                                    ,26,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Eye & Ear Care                                    ,20,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Internal Remedies                                 ,7,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Internal Remedies                                 ,33,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Internal Remedies                                 ,10,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Internal Remedies                                 ,33,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Pain & Analgesic                                  ,26,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Pain & Analgesic                                  ,112,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Pain & Analgesic                                  ,10,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Pain & Analgesic                                  ,16,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Pain & Analgesic                                  ,3,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Pain & Analgesic                                  ,7,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Vitamins/Herbals/Natural Supplements              ,3,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Vitamins/Herbals/Natural Supplements              ,13,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Vitamins/Herbals/Natural Supplements              ,30,17.2,Monday,2,23,1,1,0,0,0
2018-06-04,2018,6,4,Vitamins/Herbals/Natural Supplements              ,26,17.2,Monday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Cold & Allergy Medications                        ,56,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Cold & Allergy Medications                        ,49,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Cold & Allergy Medications                        ,10,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Cold & Allergy Medications                        ,16,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Cold & Allergy Medications                        ,59,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Eye & Ear Care                                    ,8,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Eye & Ear Care                                    ,7,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Eye & Ear Care                                    ,20,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Internal Remedies                                 ,10,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Internal Remedies                                 ,3,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Internal Remedies                                 ,23,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Internal Remedies                                 ,3,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Internal Remedies                                 ,13,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Internal Remedies                                 ,30,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Pain & Analgesic                                  ,7,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Pain & Analgesic                                  ,90,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Pain & Analgesic                                  ,7,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Pain & Analgesic                                  ,10,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Pain & Analgesic                                  ,7,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Pain & Analgesic                                  ,3,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Vitamins/Herbals/Natural Supplements              ,10,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Vitamins/Herbals/Natural Supplements              ,13,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Vitamins/Herbals/Natural Supplements              ,3,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-05,2018,6,5,Vitamins/Herbals/Natural Supplements              ,36,14.7,Tuesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Cold & Allergy Medications                        ,30,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Cold & Allergy Medications                        ,46,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Cold & Allergy Medications                        ,7,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Cold & Allergy Medications                        ,13,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Cold & Allergy Medications                        ,59,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Eye & Ear Care                                    ,23,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Eye & Ear Care                                    ,30,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Internal Remedies                                 ,10,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Internal Remedies                                 ,23,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Internal Remedies                                 ,13,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Internal Remedies                                 ,43,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Pain & Analgesic                                  ,13,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Pain & Analgesic                                  ,92,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Pain & Analgesic                                  ,3,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Pain & Analgesic                                  ,10,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Pain & Analgesic                                  ,7,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Vitamins/Herbals/Natural Supplements              ,7,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Vitamins/Herbals/Natural Supplements              ,3,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Vitamins/Herbals/Natural Supplements              ,7,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Vitamins/Herbals/Natural Supplements              ,3,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-06,2018,6,6,Vitamins/Herbals/Natural Supplements              ,16,17.5,Wednesday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Cold & Allergy Medications                        ,33,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Cold & Allergy Medications                        ,46,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Cold & Allergy Medications                        ,33,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Cold & Allergy Medications                        ,46,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Eye & Ear Care                                    ,7,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Eye & Ear Care                                    ,3,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Eye & Ear Care                                    ,7,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Eye & Ear Care                                    ,16,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Internal Remedies                                 ,3,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Internal Remedies                                 ,7,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Internal Remedies                                 ,21,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Internal Remedies                                 ,16,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Internal Remedies                                 ,23,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Pain & Analgesic                                  ,13,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Pain & Analgesic                                  ,98,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Pain & Analgesic                                  ,5,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Pain & Analgesic                                  ,3,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Pain & Analgesic                                  ,3,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Vitamins/Herbals/Natural Supplements              ,7,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Vitamins/Herbals/Natural Supplements              ,16,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Vitamins/Herbals/Natural Supplements              ,10,18.1,Thursday,2,23,1,1,0,0,0
2018-06-07,2018,6,7,Vitamins/Herbals/Natural Supplements              ,46,18.1,Thursday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Cold & Allergy Medications                        ,36,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Cold & Allergy Medications                        ,52,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Cold & Allergy Medications                        ,16,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Cold & Allergy Medications                        ,7,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Cold & Allergy Medications                        ,69,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Eye & Ear Care                                    ,7,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Eye & Ear Care                                    ,10,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Eye & Ear Care                                    ,13,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Internal Remedies                                 ,3,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Internal Remedies                                 ,7,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Internal Remedies                                 ,13,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Internal Remedies                                 ,10,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Internal Remedies                                 ,3,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Internal Remedies                                 ,59,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Pain & Analgesic                                  ,13,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Pain & Analgesic                                  ,95,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Pain & Analgesic                                  ,10,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Pain & Analgesic                                  ,3,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Pain & Analgesic                                  ,3,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Pain & Analgesic                                  ,10,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Pain & Analgesic                                  ,7,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Vitamins/Herbals/Natural Supplements              ,21,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Vitamins/Herbals/Natural Supplements              ,10,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Vitamins/Herbals/Natural Supplements              ,13,19.4,Friday,2,23,1,1,0,0,0
2018-06-08,2018,6,8,Vitamins/Herbals/Natural Supplements              ,39,19.4,Friday,2,23,1,1,0,0,0
2018-06-09,2018,6,9,Cold & Allergy Medications                        ,23,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Cold & Allergy Medications                        ,23,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Cold & Allergy Medications                        ,3,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Cold & Allergy Medications                        ,3,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Cold & Allergy Medications                        ,39,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Eye & Ear Care                                    ,3,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Eye & Ear Care                                    ,10,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Eye & Ear Care                                    ,7,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Eye & Ear Care                                    ,3,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Internal Remedies                                 ,13,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Internal Remedies                                 ,10,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Internal Remedies                                 ,13,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Internal Remedies                                 ,30,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Pain & Analgesic                                  ,3,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Pain & Analgesic                                  ,72,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Pain & Analgesic                                  ,10,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Pain & Analgesic                                  ,3,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Vitamins/Herbals/Natural Supplements              ,3,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Vitamins/Herbals/Natural Supplements              ,3,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Vitamins/Herbals/Natural Supplements              ,3,21.5,Saturday,2,23,0,1,0,0,0
2018-06-09,2018,6,9,Vitamins/Herbals/Natural Supplements              ,23,21.5,Saturday,2,23,0,1,0,0,0
2018-06-10,2018,6,10,Cold & Allergy Medications                        ,7,20.4,Sunday,3,24,0,1,0,0,0
2018-06-10,2018,6,10,Cold & Allergy Medications                        ,7,20.4,Sunday,3,24,0,1,0,0,0
2018-06-10,2018,6,10,Cold & Allergy Medications                        ,7,20.4,Sunday,3,24,0,1,0,0,0
2018-06-10,2018,6,10,Cold & Allergy Medications                        ,20,20.4,Sunday,3,24,0,1,0,0,0
2018-06-10,2018,6,10,Eye & Ear Care                                    ,3,20.4,Sunday,3,24,0,1,0,0,0
2018-06-10,2018,6,10,Eye & Ear Care                                    ,3,20.4,Sunday,3,24,0,1,0,0,0
2018-06-10,2018,6,10,Eye & Ear Care                                    ,7,20.4,Sunday,3,24,0,1,0,0,0
2018-06-10,2018,6,10,Internal Remedies                                 ,7,20.4,Sunday,3,24,0,1,0,0,0
2018-06-10,2018,6,10,Internal Remedies                                 ,13,20.4,Sunday,3,24,0,1,0,0,0
2018-06-10,2018,6,10,Internal Remedies                                 ,13,20.4,Sunday,3,24,0,1,0,0,0
2018-06-10,2018,6,10,Pain & Analgesic                                  ,56,20.4,Sunday,3,24,0,1,0,0,0
2018-06-10,2018,6,10,Pain & Analgesic                                  ,3,20.4,Sunday,3,24,0,1,0,0,0
2018-06-10,2018,6,10,Pain & Analgesic                                  ,3,20.4,Sunday,3,24,0,1,0,0,0
2018-06-10,2018,6,10,Pain & Analgesic                                  ,3,20.4,Sunday,3,24,0,1,0,0,0
2018-06-10,2018,6,10,Vitamins/Herbals/Natural Supplements              ,2,20.4,Sunday,3,24,0,1,0,0,0
2018-06-10,2018,6,10,Vitamins/Herbals/Natural Supplements              ,3,20.4,Sunday,3,24,0,1,0,0,0
2018-06-10,2018,6,10,Vitamins/Herbals/Natural Supplements              ,13,20.4,Sunday,3,24,0,1,0,0,0
2018-06-11,2018,6,11,Cold & Allergy Medications                        ,31,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Cold & Allergy Medications                        ,43,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Cold & Allergy Medications                        ,3,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Cold & Allergy Medications                        ,7,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Cold & Allergy Medications                        ,10,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Cold & Allergy Medications                        ,71,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Eye & Ear Care                                    ,3,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Eye & Ear Care                                    ,3,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Eye & Ear Care                                    ,16,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Internal Remedies                                 ,7,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Internal Remedies                                 ,20,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Internal Remedies                                 ,3,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Internal Remedies                                 ,16,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Internal Remedies                                 ,7,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Internal Remedies                                 ,30,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Pain & Analgesic                                  ,3,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Pain & Analgesic                                  ,92,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Pain & Analgesic                                  ,3,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Pain & Analgesic                                  ,7,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Pain & Analgesic                                  ,10,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Vitamins/Herbals/Natural Supplements              ,16,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Vitamins/Herbals/Natural Supplements              ,20,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Vitamins/Herbals/Natural Supplements              ,20,11.8,Monday,3,24,1,1,0,0,0
2018-06-11,2018,6,11,Vitamins/Herbals/Natural Supplements              ,23,11.8,Monday,3,24,1,1,0,0,0
2018-06-12,2018,6,12,Cold & Allergy Medications                        ,33,14.1,Tuesday,3,24,1,1,0,0,0
2018-06-12,2018,6,12,Cold & Allergy Medications                        ,72,14.1,Tuesday,3,24,1,1,0,0,0
